amet,ettevotte_link,kuulutuse_link
R&D Software Engineer,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/eesti-energia/senior-software-engineer/
.NET Developer for grid,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/eesti-energia/net-developer-for-grid/
Nõudepesija,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/dorpat-ou/noudepesija/
LAOTÖÖTAJA,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/t-grupp-ou/warehouse-worker/
Toateenija,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/dorpat-ou/toateenija/
"TOOTMISTSEHHI TÖÖTAJA TALLINNAS, PÄRNUS JA NARVAS!",https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/maxima/toomistsehhi-tootajad/
Farmatseut,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/euroapteek-ou/pharmacist-1/
INVENTEERIJA,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/maxima/inventeerija/
Toateenija,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/ibis-tallinn-center-hotell-juhkentali-hotel-ou/toateenija/
Kaubakäsitleja-komplekteerija,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/euroapteek-ou/kaubakasitleja-komplekteerija/
Konsultant apteeki,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/euroapteek-ou/konsultant-apteeki/
We are hiring construction workers,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/folden-ou/constrction-worker/
Cooks and waiters are invited to the paradise island Hiiumaa,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/paljasjalg-ou/chef/
KOKK Gustav Adoldi Gymnasium DAILY KITCHEN,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/baltic-restaurants-estonia-as/cook-gustav-adoldi-gymnasium-daily-kitchen/
KOKK Saue Midrimaa Lasteaia DAILY KÖÖKI.,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/baltic-restaurants-estonia-as/kokk-saue-midrimaa-lasteaia-daily-kooki/
ABIKOKK Viimsi Gümnaasiumi DAILY köögis,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/baltic-restaurants-estonia-as/abikokk-viimsi-gumnaasiumi-daily-koogis/
Betoneerija,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/leonhard-weiss-ou/betoneerija/
Puurimisseadme operaator,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/leonhard-weiss-ou/puurimisseadme-operaator/
Hommikusöögi teenindaja,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/wolf-hotel-ou/hommikusoogi-teenindaja/
CE-kategooria veoautojuht,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/plangi-trans-ou/ce-category-driver/
Kokk,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/rrlektus-as/kokk/
Moodulmajade ehitustööline,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/erpwise-ou/moodulmajade-ehitustooline/
Laoassistent,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/orien-trade-ou/laoassistent/
Kokk,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/mustamae-spa-ou/kokk/
Hooldaja,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/mulgi-haarber-ou/caretaker/
Coffeecup OÜ kaubakuller,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/ou-coffeecup/ou-coffeecup-freight-courier/
Koristaja,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/mulgi-haarber-ou/koristaja/
OKO Resto kokk / abikokk / pitsakokk / nõudepesija,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/oko-restoranid-ou/kokk/
Logistiku abi,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/ldl-logistics-ou/logistiku-abi/
Backend Developer (Consumer Experience),https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/starship-technologies-ou/backend-developer-consumer-experience/
Operator,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/orkla-eesti-as-kalevi-tehas/operaator/
POKO Resto kokk / abikokk / pitsakokk / nõudepesija,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/oko-restoranid-ou/kokk-1/
Translator,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/softekon-ou/tolk/
Mobile Developer (Merchant Services),https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/starship-technologies-ou/mobile-developer-merchant-services/
TOKO Resto kokk / abikokk / nõudepesija,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/oko-restoranid-ou/kokk-2/
Metallitöötlusmasina operaator,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/scandisteel-ou/metallitootlusmasina-operaator/
SOFTWARE ENGINEER,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/gamesys-estonia-ou/software-engineer/
Full Stack Developer (Merchant Services),https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/starship-technologies-ou/full-stack-developer-merchant-services/
Electronics Engineer,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/starship-technologies-ou/electronics-engineer/
ERP System Lead,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/starship-technologies-ou/erp-system-lead/
Haapsalu Kuursaali kokk / abikokk / nõudepesija,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/oko-restoranid-ou/kokk-3/
Finance Workflow Automation Lead Engineer,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/starship-technologies-ou/finance-workflow-automation-lead-engineer/
Klienditeenindaja Terranova kauplusesse,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/e.n.co-retail-ou/klienditeenindaja/
Markšeider,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/viru-keemia-grupp/markseider/
CE kategooria autojuht,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/ldl-logistics-ou/ce-kategooria-autojuht/
Toateenija,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/strand-as/toateenija/
Konsolideerija,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/coop-eesti-keskuhistu-1/consolidator/
CE kategooria autojuht,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/alpter-grupp-ou/ce-kategooria-autojuht/
Kaubaaluste sorteerija,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/woodexpo-ou/warehouse-worker-pallet-sorting/
Teenindaja / abiteenindaja,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/oko-restoranid-ou/kokk-4/
Puu- ja köögiviljade sorteerija,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/coop-eesti-keskuhistu-1/fruit-and-vegetable-sorter/
Geodeet,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/ou-inseneriburoo-steiger/geodeet/
Geotehnikainsener,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/ou-inseneriburoo-steiger/geotehnika-insener/
Laborant ehitusmaterjalide laboris,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/ou-inseneriburoo-steiger/laborant-ehitusmaterjalide-laboris/
Töökoht ravimiettevõttes,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/as-kevelt/tookoht-ravimiettevottes/
Tarkvara insener (Java),https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/swedbank-as/software-engineer-java/
Tehnoloogiaseadmete operaator,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/viru-keemia-grupp/tehnoloogiaseadmete-operaator/
Värbamispartner,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/talenthub-ou/recruitment-partner/
TOKO Resto teenindaja / abiteenindaja,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/oko-restoranid-ou/kokk-5/
Full-Stack Java Developer,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/finestmedia-as/https-career.finestmedia.ee-jobs-1145296-full-stack-java-developer-3-years/
POKO Resto teenindaja / abiteenindaja,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/oko-restoranid-ou/kokk-6/
Puidupingioperaator,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/kase-furniture-ou/puidupingioperaator/
Pakkija,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/greiner-packaging-as/pakkija/
Java tarkvarainsener maksete jaoks Balti riikides,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/swedbank-as/java-software-engineer-for-payments-baltic/
Haapsalu Kuursaal teenindaja / abiteenindaja,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/oko-restoranid-ou/kokk-7/
Tootmistööline,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/kase-furniture-ou/production-worker/
.NET developer,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/finestmedia-as/net-developer/
Back-End Java Developer,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/finestmedia-as/back-end-java-developer/
Liinioperaator,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/massest-ou/liinioperaator/
Puhastusteenindaja,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/haldusexpert-ou/cleaners/
Front-End Developer,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/finestmedia-as/front-end-developer/
Kuller / abikuller,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/eesti-post-as-omniva/postikuller-postikulleri-abi/
Plastilõikaja,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/as-estiko-plastar/plastiloikaja/
Laboratory Technician,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tbd-biodiscovery-ou/laboratory-technician/
Puhastusteenindaja - päevase või õhtuse tööajaga,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/krausberg-eesti/puhastusteenindaja-paevase-voi-ohtuse-tooajaga/
Puhastusteenindaja - Õhtune puhastusteenindaja  kaubanduspinnale ,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/krausberg-eesti/puhastusteenindaja-ohtune-puhastusteenindaja-kaubanduspinnale/
Puhastusteenindaja - Puhastusteenindaja  autobrigaadi,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/krausberg-eesti/puhastusteenindaja-puhastusteenindaja-autobrigaadi/
Puhastusteenindaja - erinevatele objektidele Tartus,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/krausberg-eesti/puhastusteenindaja-erinevatele-objektidele-tartus/
Välipuhastusteenindaja - Välipuhastusteenindaja autobrigaadi Rakvere piirkonda,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/krausberg-eesti/valipuhastusteenindaja-valipuhastusteenindaja-autobrigaadi-rakvere-piirkonda/
Puhastusteenindaja - Hommikune puhastusteenindaja,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/krausberg-eesti/puhastusteenindaja-hommikune-puhastusteenindaja/
Traktorist - Lasnamäe piirkond,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/krausberg-eesti/traktorist-lasnamae-piirkond/
Välipuhastusteenindaja - Välipuhastusteenindaja autobrigaadi Tallinna piirkonda,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/krausberg-eesti/valipuhastusteenindaja-valipuhastusteenindaja-autobrigaadi-tallinna-piirkonda/
Puhastusteenindaja - öine vahetus,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/krausberg-eesti/puhastusteenindaja-oine-vahetus/
"Puhastusteenindaja, koristaja, toateenija - Büroopinnad, auditooriumid, laborid",https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/krausberg-eesti/puhastusteenindaja-koristaja-toateenija-buroopinnad-auditooriumid-laborid/
Senior Python Web Developer,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/shuttle99-ou/senior-python-web-developer/
Senior Frontend Developer,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/onoffapp-ou/senior-frontend-developer-onoffapp/
Java Software Engineer,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/onoffapp-ou/java-software-engineer-onoffapp/
Klienditeenindaja,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/prisma-peremarket-as/klienditeenindaja/
Poleerija,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/baltic-trust-ou/polisher/
Laotöötaja,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/energo-veritas-ou/laotootaja/
Automaaler,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/ropka-varvikoda-ou/automaaler/
Toateenija,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tartu-rakenduslik-kolledz/toateenija/
Plastikeevitaja,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/as-estiko-plastar/plastikeevitaja/
Nõudepesija,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/lydia-hotell-ou-1/noudepesija/
Automatic Tester,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/finestmedia-as/automatic-tester/
"KAUPLUSE TÖÖTAJA TARTUS, PÄRNUS JA VALGAS!",https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/maxima/kaupluse-tootajad-1/
LAOTÖÖTAJA,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/fruit-xpress-ou/laotootaja/
Keevitaja,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/jtk-power-finmec-estonia-as/keevitaja/
Tarkvara insener,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/mountbirch-ou/mountbirch/
Kalatöötleja,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/as-laatsa-kalatoostus/kalatootleja/
Back-End Engineer - Client Tools,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/veriff/back-end-engineer-client-tools/
Abitööline,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/massest-ou/abitooline/
Business Intelligence and Insights Analyst,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/veriff/business-intelligence-and-insights-analyst/
Tax Manager,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/veriff/tax-manager/
Engineering Team Lead,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/veriff/engineering-team-lead/
Python Software Engineer,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tooandjad,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/veriff/python-software-engineer/
