amet,firma_nimi,kuulutuse_link,firmalink,kuupaeva_seisuga
Metallkonstruksioonide koostaja,BLRT Grupp AS,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/blrt-grupp/metallkonstruktsioonide-koostaja/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/blrt-grupp/,2022-03-15
Insener-metroloog,BLRT Grupp AS,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/blrt-grupp/insener-metroloog/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/blrt-grupp/,2022-03-15
C- ja CE-kategooria veoautojuht,Asfaldigrupp OÜ,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/asfaldigrupp-ou/c-ja-ce-kategooria-autojuht/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/asfaldigrupp-ou/,2022-03-15
Maaler,BLRT Grupp AS,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/blrt-grupp/maaler/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/blrt-grupp/,2022-03-15
Java arendaja,Margn OÜ,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/margn-ou/java-arendaja/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/margn-ou/,2022-03-15
SEADISTAJA,NORMA AS,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/norma-as/seadistaja/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/norma-as/,2022-03-15
"Agiilne tooteomanik, mis on seotud väljaandmise, kasutuselevõtu ja kvaliteedi tagamise meeskonnaga",Tere tulemast Swedbanki,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/swedbank-as/agile-product-owner-to-release-deployment-and-quality-assurance-team/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/swedbank-as/,2022-03-15
Senior QA,Mercans OÜ,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/mercans-ou/senior-qa/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/mercans-ou/,2022-03-15
Front-End Developer,Mercans OÜ,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/mercans-ou/senior-front-end-developer/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/mercans-ou/,2022-03-15
Tootmistöötajad,Staff Power OÜ,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/staff-power-ou/tootmistootajad/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/staff-power-ou/,2022-03-15
Cooking assistant,Rener Invest OU,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/rener-invest-ou/cookers-assistant/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/rener-invest-ou/,2022-03-15
Meremees,BLRT Grupp AS,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/blrt-grupp/meremees/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/blrt-grupp/,2022-03-15
OPERAATOR,NORMA AS,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/norma-as/operaator/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/norma-as/,2022-03-15
Driver,Rener Invest OU,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/rener-invest-ou/autojuht/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/rener-invest-ou/,2022-03-15
Software Engineer for Back-End Development,Guardtime,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/guardtime-ou/software-engineer/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/guardtime-ou/,2022-03-15
KOKK,Heal AS/ Fra Mare Thalasso Spa hotell HAAPSALUS,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/heal-as/cook-4/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/heal-as/,2022-03-15
System Analyst,Guardtime,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/guardtime-ou/system-analyst/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/guardtime-ou/,2022-03-15
Tööpakkumine juhile,AS HERT-TRANSPORT,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/as-hert-transport-1/rahvusvaheliste-vedude-autojuht/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/as-hert-transport-1/,2022-03-15
Integration Engineer,Mercans OÜ,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/mercans-ou/integration-engineer/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/mercans-ou/,2022-03-15
Back-End Developer,Mercans OÜ,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/mercans-ou/senior-back-end-developer/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/mercans-ou/,2022-03-15
Logistika,AS HERT-TRANSPORT,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/as-hert-transport-1/logistics/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/as-hert-transport-1/,2022-03-15
AUTOLUKUSTUSSEPP,AS HERT-TRANSPORT,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/as-hert-transport-1/autoremodiluksepp/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/as-hert-transport-1/,2022-03-15
Officeassistant,Rener Invest OU,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/rener-invest-ou/office-assistant/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/rener-invest-ou/,2022-03-15
LAOOPERAATOR,NORMA AS,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/norma-as/laooperaator-1/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/norma-as/,2022-03-15
Tisler,Ecohouse OÜ / Cobe Mööbel,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/ecohouse-ou/tisler/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/ecohouse-ou/,2022-03-15
Digital Marketing Specialist,Coolbet,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/vg-estonia-ou/digital-marketing-specialist/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/vg-estonia-ou/,2022-03-15
Golang Developer,Guardtime,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/guardtime-ou/golang-developer/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/guardtime-ou/,2022-03-15
TÖÖRIISTALUKKSEPP,NORMA AS,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/norma-as/locksmith/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/norma-as/,2022-03-15
Kokk,7Ürti Resto,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/7urti-ou/kokk/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/7urti-ou/,2022-03-15
Juuksurid,DUGLAS & DUGLAS OÜ,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/duglas-duglas-salons-ou/juuksurid/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/duglas-duglas-salons-ou/,2022-03-15
Toateenija,Kentmanni Hotell OÜ,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/kentmanni-hotell-ou/toateenija/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/kentmanni-hotell-ou/,2022-03-15
Köögitööline,Tartu Ülikooli Kliinikum,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/sihtasutus-tartu-ulikooli-kliinikum/koogitooline/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/sihtasutus-tartu-ulikooli-kliinikum/,2022-03-15
Kalalaeva tüürimees ja laevamehaanik,DGM Shipping AS,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/dgm-shipping-as/mechanic-and-helmsman-of-a-fishing-vessel/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/dgm-shipping-as/,2022-03-15
тракторист,Traktorijuht,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/ou-audla/tractor-driver/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/ou-audla/,2022-03-15
Keemiatehnoloog,Viru Keemia Grupp,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/viru-keemia-grupp/keemiatehnoloog/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/viru-keemia-grupp/,2022-03-15
Content Writer,Coolbet,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/vg-estonia-ou/content-writer/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/vg-estonia-ou/,2022-03-15
TÄPPISSTANTSIMISLIINI OPERAATOR,NORMA AS,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/norma-as/tappisstantsimisliini-operaator/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/norma-as/,2022-03-15
Seeking architect,Projekt Kuubis OÜ,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/projekt-kuubis-ou/arhitekt/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/projekt-kuubis-ou/,2022-03-15
CRM Coordinator,Coolbet,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/vg-estonia-ou/crm-coordinator/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/vg-estonia-ou/,2022-03-15
фермер,Traktorijuht,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/ou-audla/fermer/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/ou-audla/,2022-03-15
Hommikusöögi kokk,Baltic Beach Holding OÜ,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/baltic-beach-holding-ou/hommikusoogi-kokk/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/baltic-beach-holding-ou/,2022-03-15
Liini teenindaja toitlustuses,Tartu Ülikooli Kliinikum,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/sihtasutus-tartu-ulikooli-kliinikum/liini-teenindaja-toitlustuses/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/sihtasutus-tartu-ulikooli-kliinikum/,2022-03-15
Abikokk,Baltic Beach Holding OÜ,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/baltic-beach-holding-ou/abikokk/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/baltic-beach-holding-ou/,2022-03-15
Puhastaja,Tartu Ülikooli Kliinikum,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/sihtasutus-tartu-ulikooli-kliinikum/puhastaja/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/sihtasutus-tartu-ulikooli-kliinikum/,2022-03-15
Marketing Digital Designer,Coolbet,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/vg-estonia-ou/marketing-digital-designer/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/vg-estonia-ou/,2022-03-15
Senior Infrastructure Engineer,Coolbet,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/vg-estonia-ou/senior-infrastructure-engineer/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/vg-estonia-ou/,2022-03-15
Database Administrator,Coolbet,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/vg-estonia-ou/database-administrator/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/vg-estonia-ou/,2022-03-15
Software Engineer,Coolbet,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/vg-estonia-ou/software-engineer/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/vg-estonia-ou/,2022-03-15
Security Engineer,Coolbet,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/vg-estonia-ou/security-engineer/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/vg-estonia-ou/,2022-03-15
Sales Manager,Euro-Asia Logistics OÜ,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/euro-asia-logistics-ou/muugijuht/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/euro-asia-logistics-ou/,2022-03-15
Logistics Specialist,Euro-Asia Logistics OÜ,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/euro-asia-logistics-ou/logistics-specialist/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/euro-asia-logistics-ou/,2022-03-15
Procurement Specialist,Euro-Asia Logistics OÜ,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/euro-asia-logistics-ou/procurement-specialist/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/euro-asia-logistics-ou/,2022-03-15
Project Manager E-commerce,Euro-Asia Logistics OÜ,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/euro-asia-logistics-ou/project-manager-e-commerce/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/euro-asia-logistics-ou/,2022-03-15
"Pakume tööd toateenijale ja toateenija abile, täis- või osalise tööajaga.",Economy Hotel OÜ,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/economy-hotel-ou/we-offer-work-for-a-cleaner-and-a-cleaner-assistant-full-time-or-part-time-1/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/economy-hotel-ou/,2022-03-15
Koostajad,Staff Power OÜ,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/staff-power-ou/koostajad/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/staff-power-ou/,2022-03-15
Nõudepesija,Mami Mek OÜ / restoran Mimosa,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/mami-mek-ou/noudepesija/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/mami-mek-ou/,2022-03-15
Tootmistöötajad,Staff Power OÜ,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/staff-power-ou/production-workers-1/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/staff-power-ou/,2022-03-15
Nõudepesija/ köögi abiline,Reval Cafe,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/reval-cafe/dishwasher-kitchen-assistent/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/reval-cafe/,2022-03-15
Nõudepesija,Baltic Beach Holding OÜ,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/baltic-beach-holding-ou/noudepesija/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/baltic-beach-holding-ou/,2022-03-15
Hommikusöögi teenindaja,Strand Spa & Konverentsihotell,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/strand-as/hommikusoogi-teenindaja/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/strand-as/,2022-03-15
Toateenija,Baltic Beach Holding OÜ,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/baltic-beach-holding-ou/toateenija/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/baltic-beach-holding-ou/,2022-03-15
Klienditeenindaja,Reval Cafe,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/reval-cafe/customer-service/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/reval-cafe/,2022-03-15
Seeking structural engineer,Projekt Kuubis OÜ,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/projekt-kuubis-ou/seeking-structural-engineer/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/projekt-kuubis-ou/,2022-03-15
Frontend developer,Ektaco AS,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/ektaco-as/frontend-developer/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/ektaco-as/,2022-03-15
Tarkvara insener,Tarkvara insener / Tuum,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tuum/software-engineer/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tuum/,2022-03-15
Insener,DMT Insenerid OÜ,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/dmt-insenerid-ou/insener/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/dmt-insenerid-ou/,2022-03-15
Node.Js Engineer,Car Rental Gateway Ltd.,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/car-rental-gateway-limited-eesti-filiaal/node.js-engineer/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/car-rental-gateway-limited-eesti-filiaal/,2022-03-15
Flutter mobile app developer,Car Rental Gateway Ltd.,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/car-rental-gateway-limited-eesti-filiaal/flutter-mobile-app-developer/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/car-rental-gateway-limited-eesti-filiaal/,2022-03-15
DevOps engineer,Car Rental Gateway Ltd.,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/car-rental-gateway-limited-eesti-filiaal/devops-engineer/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/car-rental-gateway-limited-eesti-filiaal/,2022-03-15
PHP SOFTWARE ENGINEER,Car Rental Gateway Ltd.,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/car-rental-gateway-limited-eesti-filiaal/php-software-engineer/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/car-rental-gateway-limited-eesti-filiaal/,2022-03-15
Kommunikatsiooni koordinaator,Justiitsministeerium,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/justiitsministeerium/kommunikatsiooniplaani-koordinaator/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/justiitsministeerium/,2022-03-15
Võrgustiku koordinaator,Justiitsministeerium,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/justiitsministeerium/vorgustiku-koordinaator/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/justiitsministeerium/,2022-03-15
Teenuse disainer,Justiitsministeerium,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/justiitsministeerium/teenuse-disainer/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/justiitsministeerium/,2022-03-15
Junior PHP arendaja,ADM - digitaalsete lahenduste agentuur,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/adm-interactive/amazing-drupal-developer/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/adm-interactive/,2022-03-15
Synthetic Chemist,TBD-Biodiscovery OÜ,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tbd-biodiscovery-ou/synthetic-chemist/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tbd-biodiscovery-ou/,2022-03-15
Lüpsja/karjak,Ruusa farmer OÜ,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/ruusa-farmer-ou/farm-worker/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/ruusa-farmer-ou/,2022-03-15
Toateenija/koristaja,Tallinn City Apartments OÜ,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tallinn-city-apartments-ou/room-attendant-cleaner/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tallinn-city-apartments-ou/,2022-03-15
Truck and trailer service,O.A.S. SERVICE OÜ,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/o.a.s-service-ou/veoautode-ja-haagiste-teenindus/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/o.a.s-service-ou/,2022-03-15
Worker in timber industry,OÜ Alfrina,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/ou-alfrina/puidutootleja/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/ou-alfrina/,2022-03-15
Tarkvara arendaja,Advectus Baltics OÜ,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/advectus-baltics-ou/software-developer/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/advectus-baltics-ou/,2022-03-15
Traktori põllutööd,Pajumäe farm,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/pajumae/traktori-pollutood/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/pajumae/,2022-03-15
Production worker,Elementmajade ehitus projektist võtmeteni,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/timberelement-ou/tootmistooline/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/timberelement-ou/,2022-03-15
Administraator,Tallinna Kunstigümnaasium,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tallinna-kunstigumnaasium/administrator/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tallinna-kunstigumnaasium/,2022-03-15
Engineer,Arro & Agasild Inseneribüroo OÜ,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/arro-agasild-inseneriburoo/tehnik-modelleerija-praktikant-1/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/arro-agasild-inseneriburoo/,2022-03-15
Assistent,Advokaadibüroo FORT,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/advokaadiburoo-fort-ou/assistent/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/advokaadiburoo-fort-ou/,2022-03-15
Fleet Specialist,Comodule OÜ,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/comodule-ou/fleet-specialist/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/comodule-ou/,2022-03-15
Software Tester,Comodule OÜ,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/comodule-ou/software-tester/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/comodule-ou/,2022-03-15
Kliendihaldur,Barona Eesti AS,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/barona/kliendihaldur/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/barona/,2022-03-15
IT-kasutajatugi - soome keele oskusega,Barona Eesti AS,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/barona/it-kasutajatugi-soome-keele-oskusega/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/barona/,2022-03-15
Laotöötaja-komplekteerija,Barona Eesti AS,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/barona/laotootaja-komplekteerija/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/barona/,2022-03-15
Laohoidja-tõstukijuht,Barona Eesti AS,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/barona/laohoidja-tostukijuht/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/barona/,2022-03-15
Seadistaja/ hooldusmehaanik - tööstustettevõttese  Keilas,Barona Eesti AS,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/barona/seadistaja-hooldusmehaanik-toostustettevottese-keilas/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/barona/,2022-03-15
IT-kasutajatugi - rootsi keele oskusega,Barona Eesti AS,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/barona/it-kasutajatugi-rootsi-keele-oskusega/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/barona/,2022-03-15
